순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
109,자전차왕 엄복동,김유성,(주)셀트리온엔터테인먼트,,(주)셀트리온엔터테인먼트,2019-02-27,개봉영화,장편,한국,624,"1,304,861,670","172,212","349,815,310","44,630",드라마,12세이상관람가,일반영화
110,진범,고정욱,"(주)빅오션이엔엠,(주)트러스트스튜디오",,(주)리틀빅픽쳐스,2019-07-10,개봉영화,장편,한국,224,"1,424,601,000","167,333","298,936,100","34,223",스릴러,15세이상관람가,일반영화
111,나를 기억해,이한욱,(주)오아시스이엔티,,(주)키다리이엔티,2018-04-19,개봉영화,장편,한국,545,"1,227,953,892","140,849","289,799,692","32,322",미스터리,청소년관람불가,일반영화
112,독전: 익스텐디드 컷,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-07-18,개봉영화,장편,한국,398,"844,714,600","137,775","236,870,200","37,991",범죄,15세이상관람가,일반영화
113,0.0MHz,유선동,(주)제이엠컬쳐스,,(주)스마일이엔티,2019-05-29,개봉영화,장편,한국,446,"1,088,258,860","137,294","213,889,040","25,604",공포(호러),15세이상관람가,일반영화
114,크게 될 놈,강지은,밀짚모자영화사(주),,(주)영화사오원,2019-04-18,개봉영화,장편,한국,447,"780,915,420","102,223","146,506,530","18,392",드라마,15세이상관람가,일반영화
115,암전,김진원,"주식회사 토닉프로젝트,(주)아이뉴컴퍼니",,TCO(주)더콘텐츠온,2019-08-15,개봉영화,장편,한국,423,"898,461,215","101,913","247,305,495","27,117",미스터리,15세이상관람가,일반영화
116,게이트,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018-02-28,개봉영화,장편,한국,208,"820,756,100","101,173","187,520,600","22,814",범죄,15세이상관람가,일반영화
117,미니특공대X,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,2018-03-22,개봉영화,장편,한국,458,"744,858,200","99,952","131,013,800","16,957",애니메이션,전체관람가,일반영화
118,여중생A,이경섭,"(주)영화사울림,네이버웹툰 주식회사",,롯데컬처웍스(주)롯데엔터테인먼트,2018-06-20,개봉영화,장편,한국,479,"811,686,000","97,849","304,755,500","33,816",드라마,12세이상관람가,일반영화
119,그대 이름은 장미,조석현,(주)엠씨엠씨,,(주)리틀빅픽쳐스,2019-01-16,개봉영화,장편,한국,540,"735,782,970","88,054","231,834,480","26,485",코미디,12세이상관람가,일반영화
120,여곡성,유영선,(주)발자국 공장,,(주)스마일이엔티,2018-11-08,개봉영화,장편,한국,212,"594,373,400","67,368","118,804,700","13,499",공포(호러),15세이상관람가,일반영화
121,극장판 반지의 비밀일기,한승우,"(주)쏘울 크리에이티브,애니맥스 브로드캐스팅 코리아 유한회사",,"(주)영화사 빅,(주)버킷스튜디오",2019-09-11,개봉영화,장편,한국,459,"539,843,170","67,319","115,818,000","13,522",애니메이션,전체관람가,일반영화
122,번개맨과 신비의 섬,김지열,"힘컨텐츠(주),한국교육방송공사 EBS",,"힘컨텐츠(주),(주)디스테이션",2018-04-05,개봉영화,장편,한국,191,"481,474,700","59,923","93,936,000","11,486",가족,전체관람가,일반영화
123,왓칭,김성기,(주)스토리공감,,(주)리틀빅픽쳐스,2019-04-17,개봉영화,장편,한국,488,"456,558,262","54,410","100,830,552","11,564",공포(호러),15세이상관람가,일반영화
124,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)오콘,,(주)넥스트엔터테인먼트월드(NEW),2017-12-07,개봉영화,장편,한국,803,"377,848,700","53,278","63,728,700","8,221",애니메이션,전체관람가,일반영화
125,머니백,허준형,(주)젠픽쳐스,,(주)리틀빅픽쳐스,2018-04-12,개봉영화,장편,한국,472,"411,511,600","52,618","105,898,500","12,994",액션,15세이상관람가,일반영화
126,젝스키스 에이틴,,(주)와이지엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2018-01-18,개봉영화,장편,한국,25,"364,405,500","50,419","225,891,500","29,333",다큐멘터리,전체관람가,일반영화
127,번개맨의 비밀,강유선,"힘컨텐츠(주),한국교육방송공사 EBS",,(주)디스테이션,2018-12-06,개봉영화,장편,한국,309,"383,521,050","49,751","72,853,050","8,829",가족,전체관람가,일반영화
128,데자뷰,고경민,"(주)스톰픽쳐스코리아,(주)원픽쳐스",,(주)키다리이엔티,2018-05-30,개봉영화,장편,한국,536,"360,833,100","48,279","78,964,200","10,074",미스터리,15세이상관람가,일반영화
129,비밥바룰라,이성재,영화사김치(주),,(주)키다리이엔티,2018-01-24,개봉영화,장편,한국,347,"318,986,200","46,817","102,609,200","13,980",코미디,12세이상관람가,일반영화
130,극장판 뽀잉: 슈퍼 변신의 비밀,정미화,(주)크레이지버드스튜디오,,"(주)이수C&E,(주)시너지미디어",2018-09-20,개봉영화,장편,한국,294,"312,710,450","41,054","71,542,300","8,740",애니메이션,전체관람가,일반영화
131,배반의 장미,박진영,(주)태원엔터테인먼트,,롯데컬처웍스(주)롯데엔터테인먼트,2018-10-18,개봉영화,장편,한국,457,"332,232,550","41,054","94,558,600","11,183",코미디,15세이상관람가,일반영화
132,스파키,"아론 우들리,애론 우들리",(주)레드로버,,예지림엔터테인먼트,2018-04-12,개봉영화,장편,한국,312,"257,040,200","35,436","41,353,300","5,315",애니메이션,전체관람가,일반영화
133,썬키스 패밀리,김지혜,(주)영화사두둥,,메가박스중앙(주)플러스엠,2019-03-27,개봉영화,장편,한국,417,"245,549,900","31,742","84,021,800","10,426",가족,15세이상관람가,일반영화
134,캐리tv 러브콘서트 더 무비,"정귀호,이민환,석진욱",(주)캐리소프트,,롯데컬처웍스(주)롯데엔터테인먼트,2019-08-07,개봉영화,장편,한국,155,"225,815,700","28,679","63,379,600","7,848",공연,전체관람가,일반영화
135,해피 투게더,김정환,(주)골든스토리픽처스,,플레이리스트(주),2018-11-15,개봉영화,장편,한국,240,"204,452,450","27,046","93,261,500","10,654",드라마,12세이상관람가,일반영화
136,얼굴없는 보스,"송창용,송경용",(주)좋은 하늘,,"(주)좋은 하늘,(주)박수엔터테인먼트",2019-11-21,개봉영화,장편,한국,293,"199,801,000","23,711","67,925,460","7,545",액션,15세이상관람가,일반영화
137,터닝메카드W: 반다인의 비밀 특별판,홍헌표,㈜희원엔터테인먼트,,"(주)제이앤씨미디어그룹,(주)버킷스튜디오",2018-02-08,개봉영화,장편,한국,168,"164,797,700","21,947","32,933,500","4,326",애니메이션,전체관람가,일반영화
138,트와이스랜드,,(주)제이와이피엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2018-12-07,개봉영화,장편,한국,53,"153,765,000","18,252","70,742,500","8,086",다큐멘터리,전체관람가,일반영화
139,극장판 샤이닝스타:새로운 루나퀸의 탄생!,"박일호,정지훈,이승호",(주)마로스튜디오,,(주)리틀빅픽쳐스,2019-07-18,개봉영화,장편,한국,117,"129,098,700","15,785","43,398,300","5,221",애니메이션,전체관람가,일반영화
140,웃는남자 감독판,김수기,(주)디지컴코리아엠앤엠,,(주)디지컴코리아엠앤엠,2019-11-29,개봉영화,장편,한국,18,"172,341,000","13,087","112,511,500","8,527",공연,전체관람가,일반영화
141,불한당: 나쁜 놈들의 세상,변성현,"(주)씨제이이엔엠,(주)바른손",,(주)씨제이이엔엠,2017-05-17,개봉영화,장편,한국,860,"67,326,500","12,262","30,833,000","5,683",범죄,청소년관람불가,일반영화
142,해적왕 작스톰,필립 귀엔,(주)삼지애니메이션,,(주)삼지애니메이션,2018-07-25,개봉영화,장편,한국,65,"45,905,800","5,916","23,001,300","2,613",애니메이션,전체관람가,일반영화
143,돌아와요 부산항애(愛),박희준,(주)블랙홀엔터테인먼트,,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",2018-01-17,개봉영화,장편,한국,88,"38,622,300","5,163","11,805,700","1,651",범죄,15세이상관람가,일반영화
144,공포체험단 곤지암편,정범식,(주)하이브미디어코프,,(주)쇼박스,2019-07-19,개봉영화,장편,한국,10,"17,285,500","3,282","5,342,000","1,006",공포(호러),15세이상관람가,일반영화
145,미친도시,장태령,주식회사 케이엠스타,,영화사 마그나,2018-08-30,개봉영화,장편,한국,4,"24,029,500","3,165","8,129,500","1,034",드라마,15세이상관람가,일반영화
146,리벤져,이승원,(주)그린피쉬,,(주)리틀빅픽쳐스,2018-12-06,개봉영화,장편,한국,57,"22,088,100","3,028","5,707,000",658,액션,15세이상관람가,일반영화
147,노리개: 그녀의 눈물,최승호,주식회사 마운틴픽쳐스,,(주)제이앤씨미디어그룹,2019-06-13,개봉영화,장편,한국,50,"18,961,950","2,237","7,323,100",825,드라마,15세이상관람가,일반영화
148,몬테크리스토,이동원,(주)비프로,,(주)비프로,2019-11-14,개봉영화,장편,한국,14,"26,167,000","2,056","18,731,000","1,479",뮤지컬,12세이상관람가,일반영화
149,파파 오랑후탄,이성관,시네마미션,,파이오니아21,2018-04-19,개봉영화,장편,한국,3,"14,655,000","1,951","3,949,000",456,다큐멘터리,12세이상관람가,일반영화
150,라라,한상희,(주)도너츠컬처,,(주)영화사 그램,2018-02-22,개봉영화,장편,한국,28,"14,798,800","1,860","12,846,400","1,600",멜로/로맨스,15세이상관람가,일반영화
151,오늘도 위위,박범준,(주)코쿤나인,,(주)영화사오원,2019-10-17,개봉영화,장편,한국,40,"11,681,460","1,416","8,317,280",953,드라마,전체관람가,일반영화
152,광인옥한흠,김상철,파이오니아21,,파이오니아21,2017-12-28,개봉영화,장편,한국,18,"10,471,700","1,348","2,577,500",336,다큐멘터리,전체관람가,일반영화
153,게이트-완결판,신재호,삼삼공구 브라더스,,(주)제이앤씨미디어그룹,2018-06-21,개봉영화,장편,한국,5,"1,348,000","1,339","276,000",267,범죄,15세이상관람가,일반영화
154,더하우스,박균이,(주)뉴버드,,(주)이놀미디어,2019-12-12,개봉영화,장편,한국,48,"7,631,000","1,245","3,937,000",510,스릴러,15세이상관람가,일반영화
155,아직 사랑하고 있습니까?,신양중,(주)스튜디오후크,,(주)디스테이션,2019-12-04,개봉영화,장편,한국,38,"8,863,340","1,180","3,041,800",324,코미디,청소년관람불가,일반영화
156,안나 카레니나,신예지,(주)비프로,,(주)비프로,2018-06-29,개봉영화,장편,한국,9,"19,632,800","1,116","13,497,200",800,뮤지컬,12세이상관람가,일반영화
157,꽃찌: 독이 있는 사랑,김문옥,스마일픽쳐스,,스마일픽쳐스,2018-08-23,개봉영화,장편,한국,2,"2,144,000","1,067","2,144,000","1,067",드라마,청소년관람불가,일반영화
158,기억의 밤,장항준,(주)비에이엔터테인먼트,,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,개봉영화,장편,한국,751,"5,692,000",988,"2,492,000",348,미스터리,15세이상관람가,일반영화
159,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,"1,140","5,763,800",947,"2,578,200",360,코미디,12세이상관람가,일반영화
160,맞짱,차룡,(주)차룡영화사,,(주)차룡영화사,2018-09-12,개봉영화,장편,한국,11,"2,237,000",885,"1,447,000",699,액션,청소년관람불가,일반영화
161,귀신의 향기,이준학,(주)스튜디오후크,,(주)스튜디오후크,2019-07-03,개봉영화,장편,한국,17,"5,295,500",748,"1,309,200",172,공포(호러),15세이상관람가,일반영화
162,정의심판,조성현,프로젝트 엔터테인먼트,,프로젝트 엔터테인먼트,2019-10-17,개봉영화,장편,한국,2,"5,772,000",652,"5,772,000",652,드라마,15세이상관람가,일반영화
163,로드킬,이수성,㈜리필름,,(주)갤럭시컴퍼니,2019-02-21,개봉영화,장편,한국,17,"4,239,100",542,"3,869,100",485,공포(호러),청소년관람불가,일반영화
164,양아치 느와르,강효진,(주)키노크러시,,(주)영화사 그램,2018-09-13,개봉영화,장편,한국,6,"3,822,000",455,"3,316,200",378,드라마,청소년관람불가,일반영화
165,착한 엄마: 아버지의 여자를 탐하다,"이진명,유승택",(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-06-24,개봉영화,장편,한국,19,"2,571,000",451,"559,000",113,멜로/로맨스,청소년관람불가,일반영화
166,내 엄마의 친구 2,이동현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-04-12,개봉영화,장편,한국,25,"2,596,000",440,"614,000",113,멜로/로맨스,청소년관람불가,일반영화
167,친구엄마 2018,이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-12-04,개봉영화,장편,한국,21,"2,573,000",436,"616,000",114,멜로/로맨스,청소년관람불가,일반영화
168,동창회의 목적 3,이도시,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-02-20,개봉영화,장편,한국,20,"2,290,000",431,"549,000",110,멜로/로맨스,청소년관람불가,일반영화
169,택시운전사,장훈,더램프(주),,(주)쇼박스,2017-08-02,개봉영화,장편,한국,"1,906","2,091,500",357,"968,500",166,드라마,15세이상관람가,일반영화
170,새엄마 2019,이동현,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-11-25,개봉영화,장편,한국,21,"1,881,000",336,"609,000",122,멜로/로맨스,청소년관람불가,일반영화
171,착한 친구엄마,이진명,(주)소나무픽쳐스,,(주)소나무픽쳐스,2018-10-08,개봉영화,장편,한국,19,"1,778,000",336,"614,000",113,멜로/로맨스,청소년관람불가,일반영화
172,풍뎅이뎅이,이재한,"(주)디씨지플러스,(주)엔에이치씨미디어",,(주)콘텐츠판다,2018-02-08,개봉영화,옴니버스,한국,4,"2,001,000",308,"592,000",88,애니메이션,전체관람가,일반영화
173,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","1,539,000",306,"300,000",60,범죄,15세이상관람가,일반영화
174,여동생 친구,이전,(주)케이알씨지,,(주)케이알씨지,2018-05-23,개봉영화,장편,한국,10,"1,451,000",297,"1,412,000",283,멜로/로맨스,청소년관람불가,일반영화
175,엄마 애인 3,정진호,너바나 필름,,(주)컨텐츠 빌리지,2019-05-23,개봉영화,장편,한국,20,"1,348,000",256,"1,006,000",197,멜로/로맨스,청소년관람불가,일반영화
176,음란 과외 2,최우성,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-05-23,개봉영화,장편,한국,20,"1,341,000",250,"994,000",191,멜로/로맨스,청소년관람불가,일반영화
177,아빠와 딸,왕지방,(주)디에이치미디어,,(주)디에이치미디어,2019-06-07,개봉영화,장편,한국,20,"1,407,000",248,"1,020,000",186,멜로/로맨스,청소년관람불가,일반영화
178,누나의 속사정,이가온,(주)케이알씨지,,(주)케이알씨지,2019-07-17,개봉영화,장편,한국,1,"1,184,000",245,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
179,새엄마들 2019,왕지방,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-07-23,개봉영화,장편,한국,21,"1,289,000",245,"610,000",130,멜로/로맨스,청소년관람불가,일반영화
180,어린 엄마의 비밀,이전,(주)케이알씨지,,(주)케이알씨지,2019-07-18,개봉영화,장편,한국,1,"1,184,000",245,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
181,어우동과 춘향뎐,이동현,(주)케이알씨지,,(주)케이알씨지,2019-08-09,개봉영화,장편,한국,20,"1,184,000",245,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
182,국가 성생활 관리위원회-무삭제판,지산겸,(주)케이알씨지,,(주)케이알씨지,2018-12-13,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
183,그녀의 하드코어-무삭제판,이동현,(주)케이알씨지,,(주)케이알씨지,2019-03-21,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
184,김본좌의 야동남녀- 무삭제판,박은수,(주)케이알씨지,,(주)케이알씨지,2018-11-14,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
185,내 여자의 정사: 감독판,이민,(주)케이알씨지,,(주)케이알씨지,2018-06-19,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
186,마지막 정사: 여럿이 다같이-무삭제판,이전,(주)케이알씨지,,(주)케이알씨지,2018-10-23,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
187,맛있는 섹스 누나 친구-감독판,이전,(주)케이알씨지,,(주)케이알씨지,2018-04-17,개봉영화,장편,한국,20,"1,188,000",244,"1,151,000",231,멜로/로맨스,청소년관람불가,일반영화
188,맛있는 스와핑,김종민,(주)케이알씨지,,(주)케이알씨지,2018-08-14,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
189,새 어린 엄마 - 무삭제판,이민,(주)케이알씨지,,(주)케이알씨지,2018-11-27,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
190,세 번째 엄마 무삭제판,민이,(주)케이알씨지,,(주)케이알씨지,2018-12-11,개봉영화,장편,한국,18,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
191,스와핑 민박집,박은수,(주)케이알씨지,,(주)케이알씨지,2018-09-27,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
